20200401 000000;1.101950;1.102120;1.101890;1.102120;0
20200401 000100;1.102120;1.102350;1.102080;1.102310;0
20200401 000200;1.102320;1.102400;1.102300;1.102400;0
20200401 000300;1.102390;1.102500;1.102360;1.102490;0
20200401 000400;1.102490;1.102550;1.102320;1.102540;0
20200401 000500;1.102540;1.102540;1.102320;1.102420;0
20200401 000600;1.102440;1.102710;1.102440;1.102700;0
20200401 000700;1.102670;1.102730;1.102550;1.102660;0
20200401 000800;1.102670;1.102690;1.102640;1.102660;0
20200401 000900;1.102650;1.102700;1.102530;1.102700;0
20200401 001000;1.102680;1.102860;1.102680;1.102820;0
20200401 001100;1.102830;1.102830;1.102660;1.102680;0
20200401 001200;1.102680;1.102770;1.102630;1.102750;0
20200401 001300;1.102740;1.102840;1.102740;1.102800;0
20200401 001400;1.102790;1.102820;1.102680;1.102680;0
20200401 001500;1.102710;1.102740;1.102680;1.102720;0
20200401 001600;1.102710;1.102870;1.102660;1.102870;0
20200401 001700;1.102870;1.102910;1.102830;1.102840;0
20200401 001800;1.102830;1.102830;1.102640;1.102640;0
20200401 001900;1.102630;1.102630;1.102480;1.102560;0
20200401 002000;1.102540;1.102610;1.102520;1.102520;0
20200401 002100;1.102520;1.102520;1.102420;1.102480;0
20200401 002200;1.102480;1.102500;1.102360;1.102430;0
20200401 002300;1.102420;1.102520;1.102380;1.102510;0
20200401 002400;1.102490;1.102510;1.102070;1.102120;0
20200401 002500;1.102120;1.102160;1.102090;1.102150;0
20200401 002600;1.102130;1.102290;1.102120;1.102220;0
20200401 002700;1.102220;1.102310;1.102200;1.102300;0
20200401 002800;1.102290;1.102290;1.102200;1.102240;0
20200401 002900;1.102220;1.102350;1.102220;1.102310;0
20200401 003000;1.102310;1.102430;1.102300;1.102350;0
20200401 003100;1.102350;1.102400;1.102300;1.102320;0
20200401 003200;1.102320;1.102360;1.102200;1.102200;0
20200401 003300;1.102200;1.102260;1.102170;1.102230;0
20200401 003400;1.102240;1.102320;1.102200;1.102300;0
20200401 003500;1.102300;1.102350;1.102250;1.102280;0
20200401 003600;1.102270;1.102410;1.102240;1.102320;0
20200401 003700;1.102320;1.102390;1.102310;1.102370;0
20200401 003800;1.102370;1.102370;1.102090;1.102100;0
20200401 003900;1.102110;1.102120;1.101980;1.102070;0
