20200501 000000;1.094500;1.094510;1.094450;1.094480;0
20200501 000100;1.094480;1.094560;1.094460;1.094480;0
20200501 000200;1.094490;1.094500;1.094460;1.094490;0
20200501 000300;1.094480;1.094480;1.094460;1.094460;0
20200501 000400;1.094460;1.094540;1.094460;1.094540;0
20200501 000500;1.094530;1.094540;1.094480;1.094500;0
20200501 000600;1.094490;1.094550;1.094480;1.094500;0
20200501 000700;1.094510;1.094520;1.094470;1.094480;0
20200501 000800;1.094470;1.094520;1.094470;1.094480;0
20200501 000900;1.094490;1.094540;1.094490;1.094500;0
20200501 001000;1.094510;1.094560;1.094470;1.094470;0
20200501 001100;1.094480;1.094550;1.094470;1.094540;0
20200501 001200;1.094560;1.094560;1.094500;1.094500;0
20200501 001300;1.094500;1.094500;1.094470;1.094470;0
20200501 001400;1.094480;1.094490;1.094480;1.094480;0
20200501 001500;1.094480;1.094490;1.094470;1.094490;0
20200501 001600;1.094500;1.094510;1.094480;1.094480;0
20200501 001700;1.094490;1.094520;1.094480;1.094480;0
20200501 001800;1.094480;1.094510;1.094470;1.094470;0
20200501 001900;1.094470;1.094510;1.094460;1.094500;0
20200501 002000;1.094500;1.094560;1.094490;1.094490;0
20200501 002100;1.094490;1.094500;1.094470;1.094470;0
20200501 002200;1.094470;1.094470;1.094410;1.094450;0
20200501 002300;1.094460;1.094460;1.094460;1.094460;0
20200501 002400;1.094460;1.094460;1.094430;1.094440;0
20200501 002500;1.094430;1.094430;1.094420;1.094430;0
20200501 002600;1.094430;1.094450;1.094420;1.094440;0
20200501 002700;1.094440;1.094560;1.094430;1.094560;0
20200501 002800;1.094560;1.094620;1.094560;1.094600;0
20200501 002900;1.094600;1.094600;1.094570;1.094580;0
20200501 003000;1.094580;1.094580;1.094470;1.094570;0
20200501 003100;1.094570;1.094590;1.094530;1.094560;0
20200501 003200;1.094550;1.094560;1.094530;1.094550;0
20200501 003300;1.094560;1.094570;1.094550;1.094570;0
20200501 003400;1.094570;1.094600;1.094570;1.094600;0
20200501 003500;1.094590;1.094600;1.094550;1.094570;0
20200501 003600;1.094570;1.094570;1.094520;1.094520;0
20200501 003700;1.094520;1.094610;1.094480;1.094610;0
20200501 003800;1.094600;1.094610;1.094550;1.094570;0
20200501 003900;1.094570;1.094730;1.094570;1.094610;0
20200501 004000;1.094600;1.094600;1.094550;1.094560;0
20200501 004100;1.094550;1.094570;1.094540;1.094550;0
20200501 004200;1.094550;1.094590;1.094530;1.094540;0
20200501 004300;1.094530;1.094550;1.094530;1.094540;0
20200501 004400;1.094550;1.094550;1.094530;1.094530;0
20200501 004500;1.094520;1.094580;1.094520;1.094580;0
20200501 004600;1.094580;1.094580;1.094540;1.094550;0
20200501 004700;1.094560;1.094610;1.094560;1.094610;0
20200501 004800;1.094620;1.094650;1.094550;1.094610;0
20200501 004900;1.094610;1.094610;1.094520;1.094560;0
20200501 005000;1.094570;1.094580;1.094540;1.094560;0
20200501 005100;1.094570;1.094590;1.094530;1.094530;0
20200501 005200;1.094540;1.094540;1.094470;1.094510;0
20200501 005300;1.094500;1.094620;1.094470;1.094610;0
20200501 005400;1.094610;1.094610;1.094490;1.094520;0
20200501 005500;1.094520;1.094520;1.094500;1.094510;0
20200501 005600;1.094510;1.094560;1.094510;1.094560;0
20200501 005700;1.094570;1.094770;1.094570;1.094760;0
20200501 005800;1.094780;1.094960;1.094770;1.094880;0
20200501 005900;1.094880;1.094920;1.094870;1.094910;0
20200501 010000;1.094900;1.094910;1.094690;1.094710;0
20200501 010100;1.094720;1.094750;1.094660;1.094660;0
20200501 010200;1.094670;1.094790;1.094670;1.094710;0
20200501 010300;1.094690;1.094730;1.094670;1.094680;0
20200501 010400;1.094670;1.094670;1.094600;1.094630;0
20200501 010500;1.094630;1.094630;1.094530;1.094590;0
20200501 010600;1.094600;1.094600;1.094560;1.094570;0
20200501 010700;1.094570;1.094570;1.094390;1.094450;0
20200501 010800;1.094440;1.094500;1.094440;1.094490;0
20200501 010900;1.094480;1.094510;1.094480;1.094480;0
20200501 011000;1.094490;1.094510;1.094470;1.094470;0
20200501 011100;1.094470;1.094510;1.094450;1.094500;0
20200501 011200;1.094490;1.094500;1.094460;1.094470;0
20200501 011300;1.094460;1.094540;1.094460;1.094540;0
20200501 011400;1.094540;1.094570;1.094530;1.094530;0
20200501 011500;1.094530;1.094530;1.094500;1.094520;0
20200501 011600;1.094510;1.094510;1.094450;1.094490;0
20200501 011700;1.094500;1.094550;1.094490;1.094530;0
20200501 011800;1.094540;1.094540;1.094520;1.094520;0
20200501 011900;1.094530;1.094540;1.094510;1.094510;0
20200501 012000;1.094510;1.094610;1.094510;1.094610;0
20200501 012100;1.094610;1.094820;1.094610;1.094820;0
20200501 012200;1.094820;1.094920;1.094810;1.094890;0
20200501 012300;1.094900;1.095120;1.094900;1.095040;0
20200501 012400;1.095040;1.095190;1.095000;1.095180;0
20200501 012500;1.095190;1.095520;1.095190;1.095280;0
20200501 012600;1.095290;1.095370;1.095140;1.095160;0
20200501 012700;1.095180;1.095230;1.095100;1.095140;0
20200501 012800;1.095130;1.095160;1.095100;1.095160;0
20200501 012900;1.095160;1.095170;1.094950;1.094950;0
20200501 013000;1.094960;1.094960;1.094840;1.094900;0
20200501 013100;1.094900;1.094970;1.094890;1.094950;0
20200501 013200;1.094950;1.094990;1.094920;1.094920;0
20200501 013300;1.094920;1.094930;1.094830;1.094920;0
20200501 013400;1.094920;1.094960;1.094900;1.094950;0
20200501 013500;1.094950;1.094950;1.094830;1.094840;0
20200501 013600;1.094830;1.094960;1.094820;1.094950;0
